Datum;Cas od;Cas do;IN-859182400611454266-D;OUT-859182400611454266-D;IN-859182400611943234-O;OUT-859182400611943234-O;IN-859182400611943241-O;OUT-859182400611943241-O;IN-859182400611943258-O;OUT-859182400611943258-O;IN-859182400611943265-O;OUT-859182400611943265-O;IN-859182400611943272-O;OUT-859182400611943272-O;IN-859182400611943470-O;OUT-859182400611943470-O;IN-859182400611943487-O;OUT-859182400611943487-O;IN-859182400611943500-O;OUT-859182400611943500-O;IN-859182400611944118-O;OUT-859182400611944118-O;IN-859182400611944149-O;OUT-859182400611944149-O;IN-859182400611944156-O;OUT-859182400611944156-O;IN-859182400611944163-O;OUT-859182400611944163-O;IN-859182400611944170-O;OUT-859182400611944170-O;IN-859182400611944187-O;OUT-859182400611944187-O;IN-859182400611944194-O;OUT-859182400611944194-O;IN-859182400611944200-O;OUT-859182400611944200-O;IN-859182400611944316-O;OUT-859182400611944316-O;IN-859182400611944323-O;OUT-859182400611944323-O;IN-859182400611944347-O;OUT-859182400611944347-O;IN-859182400611944354-O;OUT-859182400611944354-O;IN-859182400611944361-O;OUT-859182400611944361-O;IN-859182400611944378-O;OUT-859182400611944378-O;IN-859182400611944385-O;OUT-859182400611944385-O;IN-859182400611944392-O;OUT-859182400611944392-O;IN-859182400611944620-O;OUT-859182400611944620-O;IN-859182400611944637-O;OUT-859182400611944637-O;IN-859182400611944644-O;OUT-859182400611944644-O
01.08.2026;02:30;02:45;0,0;0,0;-0,16;-0,16;-0,02;-0,02;0,0;0,0;-0,03;-0,03;-0,01;-0,01;-0,01;-0,01;-0,02;-0,02;-0,01;-0,01;0,0;0,0;0,0;0,0;0,0;0,0;-0,01;-0,01;0,0;0,0;-0,04;-0,04;0,0;0,0;-0,02;-0,02;-0,03;-0,03;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;0,0;0,0;-0,01;-0,01;-0,01;-0,01;0,0;0,0;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01
01.08.2026;02:45;03:00;0,0;0,0;-0,16;-0,16;-0,03;-0,03;0,0;0,0;-0,04;-0,04;0,0;0,0;-0,01;-0,01;-0,02;-0,02;-0,01;-0,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0,28;-0,28;0,0;0,0;-0,02;-0,02;-0,02;-0,02;-0,02;-0,02;0,0;0,0;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,02;-0,02;0,0;0,0;-0,01;-0,01;0,0;0,0;-0,02;-0,02
01.08.2026;03:00;03:15;0,0;0,0;-0,16;-0,16;-0,03;-0,03;0,0;0,0;-0,03;-0,03;-0,01;-0,01;-0,01;-0,01;-0,02;-0,02;0,0;0,0;-0,01;-0,01;0,0;0,0;-0,01;-0,01;-0,02;-0,02;0,0;0,0;-0,03;-0,03;0,0;0,0;-0,01;-0,01;-0,02;-0,02;-0,03;-0,03;-0,01;-0,01;-0,01;-0,01;-0,02;-0,02;0,0;0,0;-0,01;-0,01;0,0;0,0;-0,01;-0,01;0,0;0,0;-0,03;-0,03
01.08.2026;03:15;03:30;0,0;0,0;-0,16;-0,16;-0,02;-0,02;0,0;0,0;-0,02;-0,02;0,0;0,0;-0,01;-0,01;-0,02;-0,02;-0,01;-0,01;0,0;0,0;0,0;0,0;0,0;0,0;-0,02;-0,02;0,0;0,0;-0,04;-0,04;0,0;0,0;-0,01;-0,01;-0,02;-0,02;-0,03;-0,03;-0,01;-0,01;-0,01;-0,01;0,0;0,0;-0,01;-0,01;-0,02;-0,02;0,0;0,0;-0,01;-0,01;-0,01;-0,01;-0,02;-0,02
01.08.2026;03:30;03:45;0,0;0,0;-0,16;-0,16;-0,01;-0,01;0,0;0,0;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,02;-0,02;-0,01;-0,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0,01;-0,01;-0,03;-0,03;0,0;0,0;-0,01;-0,01;-0,02;-0,02;-0,02;-0,02;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;0,0;0,0;-0,03;-0,03
01.08.2026;03:45;04:00;0,0;0,0;-0,15;-0,15;-0,02;-0,02;0,0;0,0;-0,02;-0,02;0,0;0,0;-0,01;-0,01;-0,02;-0,02;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0,03;-0,03;0,0;0,0;-0,01;-0,01;-0,03;-0,03;-0,02;-0,02;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,02;-0,02;0,0;0,0;-0,01;-0,01;-0,01;-0,01;-0,02;-0,02
01.08.2026;04:00;04:15;0,0;0,0;-0,17;-0,17;-0,03;-0,03;0,0;0,0;-0,02;-0,02;-0,01;-0,01;-0,01;-0,01;-0,02;-0,02;-0,01;-0,01;0,0;0,0;0,0;0,0;0,0;0,0;-0,01;-0,01;0,0;0,0;-0,05;-0,05;0,0;0,0;-0,02;-0,02;-0,02;-0,02;-0,01;-0,01;-0,01;-0,01;0,0;0,0;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;0,0;0,0;-0,01;-0,01;-0,01;-0,01;-0,02;-0,02
01.08.2026;04:15;04:30;0,0;0,0;-0,16;-0,16;-0,02;-0,02;0,0;0,0;-0,02;-0,02;0,0;0,0;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;0,0;0,0;-0,01;-0,01;0,0;0,0;-0,02;-0,02;0,0;0,0;-0,02;-0,02;-0,01;-0,01;-0,02;-0,02;-0,02;-0,02;-0,02;-0,02;0,0;0,0;-0,02;-0,02;-0,01;-0,01;-0,01;-0,01;-0,02;-0,02;0,0;0,0;-0,01;-0,01;-0,01;-0,01;-0,02;-0,02
01.08.2026;04:30;04:45;0,0;0,0;-0,15;-0,15;-0,02;-0,02;0,0;0,0;0,0;0,0;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0,01;-0,01;0,0;0,0;-0,02;-0,02;0,0;0,0;-0,03;-0,03;-0,02;-0,02;0,0;0,0;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;0,0;0,0;-0,01;-0,01;-0,03;-0,03;-0,01;-0,01
01.08.2026;04:45;05:00;0,0;0,0;-0,16;-0,16;-0,01;-0,01;0,0;0,0;-0,01;-0,01;0,0;0,0;-0,01;-0,01;-0,02;-0,02;-0,01;-0,01;0,0;0,0;0,0;0,0;0,0;0,0;-0,01;-0,01;0,0;0,0;-0,02;-0,02;0,0;0,0;-0,02;-0,02;-0,01;-0,01;-0,02;-0,02;-0,01;-0,01;0,0;0,0;-0,01;-0,01;-0,01;-0,01;-0,02;-0,02;0,0;0,0;-0,01;-0,01;-0,02;-0,02;-0,02;-0,02
01.08.2026;05:00;05:15;0,0;0,0;-0,16;-0,16;-0,03;-0,03;0,0;0,0;-0,02;-0,02;-0,01;-0,01;-0,01;-0,01;-0,02;-0,02;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0,02;-0,02;0,0;0,0;-0,02;-0,02;-0,01;-0,01;-0,01;-0,01;0,0;0,0;-0,02;-0,02;-0,01;-0,01;-0,01;-0,01;-0,05;-0,05;0,0;0,0;-0,01;-0,01;0,0;0,0;-0,03;-0,03
01.08.2026;05:15;05:30;0,0;0,0;-0,16;-0,16;-0,03;-0,03;0,0;0,0;-0,01;-0,01;0,0;0,0;0,0;0,0;-0,02;-0,02;-0,01;-0,01;0,0;0,0;0,0;0,0;0,0;0,0;-0,01;-0,01;0,0;0,0;-0,02;-0,02;0,0;0,0;-0,03;-0,03;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;0,0;0,0;0,0;0,0;0,0;0,0;-0,11;-0,11;0,0;0,0;-0,01;-0,01;-0,01;-0,01;-0,03;-0,03
01.08.2026;05:30;05:45;0,0;0,0;-0,16;-0,16;-0,01;-0,01;-0,01;-0,01;-0,02;-0,02;-0,01;-0,01;-0,02;-0,02;-0,02;-0,02;-0,01;-0,01;0,0;0,0;0,0;0,0;0,0;0,0;-0,02;-0,02;-0,01;-0,01;-0,02;-0,02;0,0;0,0;-0,02;-0,02;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,02;-0,02;-0,01;-0,01;-0,1;-0,1;-0,01;-0,01;-0,01;-0,01;0,0;0,0;-0,02;-0,02
01.08.2026;05:45;06:00;0,0;0,0;-0,25;-0,25;-0,03;-0,03;0,0;0,0;-0,01;-0,01;0,0;0,0;0,0;0,0;-0,01;-0,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0,01;-0,01;0,0;0,0;-0,03;-0,03;0,0;0,0;-0,02;-0,02;-0,03;-0,03;-0,01;-0,01;-0,02;-0,02;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,1;-0,1;0,0;0,0;-0,01;-0,01;-0,01;-0,01;-0,03;-0,03
01.08.2026;06:00;06:15;0,01;0,01;-0,22;-0,22;-0,07;-0,07;0,0;0,0;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,02;-0,02;-0,01;-0,01;0,0;0,0;0,0;0,0;0,0;0,0;-0,01;-0,01;0,0;0,0;-0,02;-0,02;0,0;0,0;-0,01;-0,01;-0,02;-0,02;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;0,0;0,0;-0,01;-0,01;-0,1;-0,1;0,0;0,0;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01
01.08.2026;06:15;06:30;0,01;0,01;-0,17;-0,17;-0,03;-0,03;0,0;0,0;0,0;0,0;0,0;0,0;-0,01;-0,01;-0,02;-0,02;-0,01;-0,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0,02;-0,02;0,0;0,0;-0,02;-0,02;-0,02;-0,02;-0,01;-0,01;0,0;0,0;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,11;-0,11;0,0;0,0;-0,01;-0,01;0,0;0,0;-0,02;-0,02
01.08.2026;06:30;06:45;0,01;0,01;-0,17;-0,17;-0,03;-0,03;0,0;0,0;-0,02;-0,02;-0,01;-0,01;-0,01;-0,01;-0,02;-0,02;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0,01;-0,01;0,0;0,0;-0,03;-0,03;0,0;0,0;-0,01;-0,01;-0,39;-0,39;-0,01;-0,01;0,0;0,0;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,1;-0,1;0,0;0,0;-0,01;-0,01;0,0;0,0;-0,01;-0,01
01.08.2026;06:45;07:00;0,0;0,0;-0,17;-0,17;-0,03;-0,03;0,0;0,0;-0,01;-0,01;0,0;0,0;-0,01;-0,01;-0,02;-0,02;-0,01;-0,01;0,0;0,0;-0,01;-0,01;0,0;0,0;-0,02;-0,02;0,0;0,0;-0,02;-0,02;-0,01;-0,01;-0,01;-0,01;-0,12;-0,12;-0,01;-0,01;-0,01;-0,01;0,0;0,0;-0,01;-0,01;-0,01;-0,01;-0,1;-0,1;0,0;0,0;-0,01;-0,01;-0,01;-0,01;-0,03;-0,03
01.08.2026;07:00;07:15;0,0;0,0;-0,17;-0,17;-0,1;-0,1;0,0;0,0;-0,02;-0,02;-0,01;-0,01;-0,01;-0,01;-0,02;-0,02;-0,01;-0,01;0,0;0,0;0,0;0,0;0,0;0,0;-0,01;-0,01;0,0;0,0;-0,02;-0,02;0,0;0,0;-0,01;-0,01;-0,14;-0,14;-0,01;-0,01;-0,01;-0,01;-0,02;-0,02;-0,01;-0,01;-0,01;-0,01;-0,1;-0,1;0,0;0,0;-0,01;-0,01;0,0;0,0;-0,02;-0,02
01.08.2026;07:15;07:30;0,0;0,0;-0,17;-0,17;-0,04;-0,04;0,0;0,0;-0,01;-0,01;0,0;0,0;-0,01;-0,01;-0,02;-0,02;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0,02;-0,02;0,0;0,0;-0,02;-0,02;-0,04;-0,04;-0,02;-0,02;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,04;-0,04;0,0;0,0;-0,01;-0,01;-0,01;-0,01;-0,03;-0,03
01.08.2026;07:30;07:45;0,14;0,11;-0,19;-0,16;-0,03;-0,03;0,0;0,0;-0,01;-0,01;0,0;0,0;-0,01;-0,01;-0,02;-0,02;-0,01;-0,01;0,0;0,0;0,0;0,0;0,0;0,0;-0,02;-0,02;-0,01;-0,01;-0,01;-0,01;0,0;0,0;-0,02;-0,02;-0,07;-0,07;-0,08;-0,08;0,0;0,0;0,0;0,0;-0,01;-0,01;-0,05;-0,05;-0,02;-0,02;-0,01;-0,01;-0,01;-0,01;0,0;0,0;-0,02;-0,02
01.08.2026;07:45;08:00;0,22;0,17;-0,18;-0,13;-0,03;-0,03;0,0;0,0;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,02;-0,02;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0,04;-0,04;0,0;0,0;-0,02;-0,02;0,0;0,0;-0,02;-0,02;-0,07;-0,07;-0,26;-0,26;-0,01;-0,01;-0,02;-0,02;-0,01;-0,01;-0,21;-0,21;-0,01;-0,01;0,0;0,0;-0,01;-0,01;-0,01;-0,01;-0,02;-0,02
01.08.2026;08:00;08:15;0,33;0,11;-0,2;-0,15;-0,02;-0,01;0,0;0,0;-0,02;-0,01;-0,01;0,0;-0,02;-0,01;0,0;0,0;-0,01;0,0;-0,01;0,0;0,0;0,0;-0,01;0,0;-0,02;-0,01;0,0;0,0;-0,05;-0,04;0,0;0,0;-0,03;-0,02;-0,08;-0,07;-0,11;-0,1;-0,01;0,0;0,0;0,0;0,0;0,0;-0,14;-0,13;-0,02;-0,01;0,0;0,0;-0,01;0,0;0,0;0,0;-0,02;-0,01
01.08.2026;08:15;08:30;0,75;0,21;-0,27;-0,13;-0,02;0,0;0,0;0,0;-0,02;0,0;-0,03;0,0;-0,02;0,0;-0,01;0,0;-0,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0,26;-0,23;0,0;0,0;-0,03;0,0;0,0;0,0;-0,02;0,0;-0,07;-0,04;-0,05;-0,02;-0,02;0,0;-0,01;0,0;-0,01;0,0;-0,02;0,0;-0,02;0,0;0,0;0,0;-0,01;0,0;-0,04;-0,01;-0,05;-0,02
01.08.2026;08:30;08:45;0,7;0,2;-0,23;-0,09;-0,21;-0,18;0,0;0,0;-0,01;0,0;-0,02;0,0;-0,01;0,0;-0,02;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0,02;0,0;0,0;0,0;-0,04;-0,01;0,0;0,0;-0,02;0,0;-0,04;-0,01;-0,06;-0,03;0,0;0,0;-0,01;0,0;-0,02;0,0;-0,03;0,0;-0,04;-0,01;0,0;0,0;-0,01;0,0;-0,01;0,0;-0,16;-0,13
01.08.2026;08:45;09:00;0,59;0,2;-0,27;-0,16;-0,02;0,0;0,0;0,0;-0,01;0,0;-0,03;-0,01;-0,01;0,0;-0,02;0,0;-0,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0,21;-0,19;0,0;0,0;-0,02;0,0;0,0;0,0;-0,02;0,0;-0,06;-0,04;-0,06;-0,04;-0,01;0,0;-0,01;0,0;0,0;0,0;-0,01;0,0;-0,04;-0,02;0,0;0,0;-0,01;0,0;-0,01;0,0;-0,08;-0,06
01.08.2026;09:00;09:15;1,0;0,28;-0,2;0,0;-0,03;0,0;-0,01;0,0;-0,01;0,0;-0,03;0,0;-0,01;0,0;-0,02;0,0;-0,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0,57;-0,5;0,0;0,0;-0,01;0,0;0,0;0,0;-0,05;0,0;-0,06;0,0;-0,08;-0,01;0,0;0,0;-0,01;0,0;-0,01;0,0;-0,02;0,0;-0,02;0,0;0,0;0,0;-0,02;0,0;-0,02;0,0;-0,04;0,0
01.08.2026;09:15;09:30;1,09;0,28;-0,31;-0,08;-0,01;0,0;0,0;0,0;-0,08;0,0;-0,02;0,0;-0,01;0,0;-0,02;0,0;-0,01;0,0;0,0;0,0;-0,01;0,0;0,0;0,0;-0,27;-0,19;0,0;0,0;-0,02;0,0;-0,01;0,0;-0,02;0,0;-0,04;0,0;-0,06;0,0;-0,02;0,0;-0,01;0,0;-0,01;0,0;-0,01;0,0;-0,13;-0,05;0,0;0,0;0,0;0,0;-0,02;0,0;-0,04;0,0
01.08.2026;09:30;09:45;1,17;0,48;-0,2;0,0;-0,02;0,0;0,0;0,0;-0,05;0,0;-0,01;0,0;-0,01;0,0;-0,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0,14;-0,04;-0,01;0,0;-0,02;0,0;0,0;0,0;-0,03;0,0;-0,02;0,0;-0,14;-0,04;0,0;0,0;-0,01;0,0;-0,01;0,0;0,0;0,0;-0,01;0,0;-0,01;0,0;-0,02;0,0;-0,01;0,0;-0,04;0,0
01.08.2026;09:45;10:00;1,35;0,73;-0,2;0,0;-0,02;0,0;0,0;0,0;-0,05;0,0;0,0;0,0;-0,01;0,0;-0,04;0,0;-0,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0,03;0,0;0,0;0,0;-0,01;0,0;0,0;0,0;-0,03;0,0;-0,02;0,0;-0,09;0,0;0,0;0,0;-0,01;0,0;0,0;0,0;-0,02;0,0;-0,02;0,0;0,0;0,0;0,0;0,0;-0,02;0,0;-0,04;0,0
01.08.2026;10:00;10:15;1,34;0,53;-0,2;0,0;-0,03;0,0;0,0;0,0;-0,11;0,0;-0,01;0,0;-0,01;0,0;-0,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0,04;0,0;0,0;0,0;-0,02;0,0;0,0;0,0;-0,02;0,0;-0,02;0,0;-0,09;0,0;-0,01;0,0;0,0;0,0;-0,02;0,0;-0,02;0,0;-0,14;-0,03;0,0;0,0;-0,02;0,0;-0,01;0,0;-0,04;0,0
01.08.2026;10:15;10:30;1,49;0,55;-0,19;0,0;-0,03;0,0;0,0;0,0;-0,05;0,0;0,0;0,0;-0,01;0,0;-0,03;0,0;-0,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0,11;0,0;0,0;0,0;-0,01;0,0;0,0;0,0;-0,33;-0,2;-0,03;0,0;-0,1;0,0;-0,01;0,0;-0,02;0,0;-0,01;0,0;-0,01;0,0;-0,17;-0,04;0,0;0,0;0,0;0,0;-0,01;0,0;-0,05;0,0
01.08.2026;10:30;10:45;1,56;0,8;-0,18;0,0;-0,01;0,0;0,0;0,0;-0,05;0,0;0,0;0,0;0,0;0,0;-0,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0,06;0,0;0,0;0,0;-0,02;0,0;0,0;0,0;-0,11;0,0;-0,02;0,0;-0,13;0,0;-0,02;0,0;-0,01;0,0;0,0;0,0;-0,01;0,0;-0,03;0,0;0,0;0,0;-0,02;0,0;-0,02;0,0;-0,04;0,0
01.08.2026;10:45;11:00;0,75;0,22;-0,19;-0,03;-0,02;0,0;0,0;0,0;-0,05;-0,01;0,0;0,0;-0,01;0,0;-0,02;0,0;-0,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0,18;-0,14;0,0;0,0;-0,02;0,0;0,0;0,0;-0,06;-0,02;-0,02;0,0;-0,04;0,0;0,0;0,0;0,0;0,0;-0,01;0,0;-0,01;0,0;-0,05;-0,01;0,0;0,0;0,0;0,0;-0,01;0,0;-0,04;0,0
01.08.2026;11:00;11:15;0,05;0,05;-0,2;-0,2;-0,03;-0,03;0,0;0,0;-0,06;-0,06;0,0;0,0;-0,01;-0,01;-0,03;-0,03;-0,01;-0,01;0,0;0,0;0,0;0,0;0,0;0,0;-0,3;-0,3;0,0;0,0;-0,02;-0,02;0,0;0,0;-0,04;-0,04;-0,02;-0,02;-0,03;-0,03;-0,01;-0,01;-0,02;-0,02;-0,01;-0,01;-0,01;-0,01;-0,1;-0,1;0,0;0,0;-0,02;-0,02;-0,02;-0,02;-0,04;-0,04
01.08.2026;11:15;11:30;0,0;0,0;-0,27;-0,27;-0,03;-0,03;0,0;0,0;-0,02;-0,02;0,0;0,0;-0,01;-0,01;-0,02;-0,02;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0,04;-0,04;0,0;0,0;-0,03;-0,03;0,0;0,0;-0,06;-0,06;-0,03;-0,03;-0,04;-0,04;0,0;0,0;0,0;0,0;-0,01;-0,01;-0,07;-0,07;-0,15;-0,15;0,0;0,0;0,0;0,0;-0,01;-0,01;-0,04;-0,04
